Location,Population,Density (people/km²),Urbanization (%),Average Income (USD),Education Level (% with Bachelor's or higher),DateTime,AQI,PM2.5,PM10,O3,NO2,SO2,CO,Altitude (m),Proximity to Industry (km)
Lima,9674755,3220,81,4500,15,2024-06-04 16:00:00,5,103.56,124.95,59.37,83.63,120.16,1281.74,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-04 17:00:00,5,97.02,115.31,84.4,73.34,103.95,1121.52,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-04 18:00:00,5,76.32,92.31,90.84,54.15,79.15,907.9,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-04 19:00:00,4,51.82,66.31,87.26,36.33,54.84,680.92,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-04 20:00:00,3,41.4,54.31,76.53,35.3,49.11,627.52,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-04 21:00:00,3,36.68,49.01,62.94,39.76,47.68,640.87,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-04 22:00:00,3,39.68,52.21,24.68,63.75,40.05,961.3,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-04 23:00:00,3,46.76,60.02,1.24,71.29,36.24,1388.55,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-05 00:00:00,4,56.01,70.62,0.0,63.06,39.1,1615.52,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-05 01:00:00,4,70.53,87.91,0.0,62.38,42.92,1789.09,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-05 02:00:00,5,90.65,112.1,0.0,66.49,49.11,2109.53,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-05 03:00:00,5,113.2,138.3,0.0,71.97,60.08,2483.37,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-05 04:00:00,5,127.92,155.06,0.0,76.77,68.66,2750.4,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-05 05:00:00,5,116.68,144.18,0.0,79.51,61.04,2536.77,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-05 06:00:00,5,98.11,125.28,0.0,78.14,49.59,2082.82,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-05 07:00:00,5,89.22,116.51,0.0,76.09,49.11,1789.09,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-05 08:00:00,5,83.56,110.35,0.0,73.34,51.5,1548.77,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-05 09:00:00,5,77.5,103.89,0.0,69.92,50.07,1321.79,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-05 10:00:00,4,72.6,98.78,0.0,66.49,46.25,1148.22,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-05 11:00:00,4,74.05,100.36,0.0,63.75,47.68,1161.58,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-05 12:00:00,5,95.05,122.89,0.04,67.17,61.99,1695.63,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-05 13:00:00,5,119.81,150.04,2.01,76.09,69.62,2510.07,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-05 14:00:00,5,139.7,171.67,7.78,94.59,66.76,3150.94,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-05 15:00:00,5,160.24,191.79,21.28,130.24,62.94,3364.56,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-05 16:00:00,5,76.0,100.91,53.64,61.01,80.11,1108.17,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-05 17:00:00,4,64.16,87.68,64.37,50.72,74.39,907.9,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-05 18:00:00,3,49.6,72.33,65.09,39.41,61.04,734.33,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-05 19:00:00,3,35.55,56.88,64.37,27.08,43.87,554.08,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-05 20:00:00,3,27.17,48.11,54.36,25.36,38.15,500.68,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-05 21:00:00,2,22.06,42.52,41.13,27.76,35.29,507.35,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-05 22:00:00,2,21.02,39.89,19.67,38.73,32.42,634.19,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-05 23:00:00,2,23.8,41.07,1.52,46.61,33.86,827.79,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-06 00:00:00,3,28.54,45.55,0.0,42.16,37.19,934.6,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-06 01:00:00,3,45.63,64.92,0.0,43.53,39.1,1321.79,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-06 02:00:00,4,67.88,90.39,0.0,47.3,42.44,1762.39,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-06 03:00:00,5,87.86,113.04,0.0,50.72,48.16,2109.53,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-06 04:00:00,5,100.24,127.14,0.0,53.47,51.5,2349.85,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-06 05:00:00,5,91.8,119.35,0.0,54.84,47.21,2243.04,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-06 06:00:00,5,78.54,106.57,0.0,55.52,44.35,1922.61,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-06 07:00:00,4,73.41,102.14,0.0,54.15,50.07,1708.98,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-06 08:00:00,4,72.14,101.48,0.0,53.47,55.31,1575.47,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-06 09:00:00,4,68.51,98.46,0.0,52.09,55.79,1428.6,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-06 10:00:00,4,62.66,93.18,0.0,50.72,52.93,1281.74,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-06 11:00:00,4,62.92,94.49,0.0,49.35,53.41,1295.09,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-06 12:00:00,5,82.79,116.62,0.02,51.41,64.85,1789.09,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-06 13:00:00,5,100.33,136.41,1.17,57.58,66.76,2456.67,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-06 14:00:00,5,109.82,145.6,4.87,69.23,63.9,2803.8,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-06 15:00:00,5,110.09,143.08,14.48,89.11,70.57,2510.07,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-06 16:00:00,4,53.35,77.38,41.13,47.98,70.57,921.25,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-06 17:00:00,3,46.16,67.17,54.36,38.73,60.56,747.68,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-06 18:00:00,3,38.86,57.89,63.66,31.53,50.54,640.87,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-06 19:00:00,3,30.81,47.48,65.8,26.39,41.48,560.76,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-06 20:00:00,3,26.15,40.55,60.08,26.73,39.58,540.73,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-06 21:00:00,2,23.28,36.2,49.35,30.5,39.1,554.08,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-06 22:00:00,2,24.25,36.01,23.25,45.93,36.72,734.33,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-06 23:00:00,3,28.5,39.89,1.88,57.58,35.76,988.01,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-07 00:00:00,3,33.51,45.32,0.0,53.47,35.76,1094.82,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-07 01:00:00,3,44.62,58.86,0.0,54.15,33.38,1281.74,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-07 02:00:00,4,57.16,74.58,0.0,56.21,33.86,1508.71,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-07 03:00:00,4,66.86,86.95,0.0,56.21,38.62,1628.88,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-07 04:00:00,4,68.84,90.53,0.0,56.89,44.35,1642.23,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-07 05:00:00,4,58.02,79.59,0.0,57.58,40.53,1415.25,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-07 06:00:00,3,48.3,69.37,0.0,55.52,35.76,1121.52,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-07 07:00:00,3,46.58,66.84,0.0,53.47,37.19,1001.36,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-07 08:00:00,3,48.79,68.32,0.0,53.47,42.44,988.01,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-07 09:00:00,4,51.61,71.33,0.0,55.52,47.21,1001.36,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-07 10:00:00,4,56.09,77.2,0.0,58.26,51.5,1054.76,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-07 11:00:00,4,64.9,87.86,0.0,59.63,59.13,1161.58,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-07 12:00:00,5,91.53,117.11,0.02,63.75,76.29,1735.69,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-07 13:00:00,5,116.1,144.53,1.37,69.23,77.25,2483.37,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-07 14:00:00,5,128.1,157.31,6.17,81.57,67.71,2857.21,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-07 15:00:00,5,126.61,153.29,20.03,100.08,72.48,2510.07,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-07 16:00:00,4,60.23,76.76,53.64,49.35,68.66,907.9,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-07 17:00:00,4,50.61,64.48,69.38,38.73,59.13,734.33,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-07 18:00:00,3,43.03,55.81,80.11,31.87,49.11,640.87,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-07 19:00:00,4,35.42,47.25,78.68,28.45,42.44,587.46,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-07 20:00:00,3,31.47,42.9,69.38,30.85,42.92,594.14,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-07 21:00:00,3,29.23,40.52,55.07,34.96,41.96,614.17,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-07 22:00:00,3,31.51,42.75,22.89,53.47,37.19,847.82,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-07 23:00:00,3,38.69,50.39,1.52,66.49,35.76,1241.68,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-08 00:00:00,3,46.71,59.2,0.0,65.12,37.67,1495.36,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-08 01:00:00,4,56.29,70.88,0.0,65.12,37.67,1642.23,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-08 02:00:00,4,65.69,82.87,0.0,64.43,36.72,1735.69,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-08 03:00:00,4,71.72,90.27,0.0,61.69,36.72,1735.69,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-08 04:00:00,4,69.01,87.43,0.0,58.95,35.29,1655.58,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-08 05:00:00,4,55.61,73.59,0.0,56.89,30.99,1361.85,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-08 06:00:00,3,42.68,60.79,0.01,53.47,25.75,974.66,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-08 07:00:00,3,35.91,53.05,0.07,49.35,24.32,747.68,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-08 08:00:00,3,32.95,48.41,0.19,46.61,24.8,640.87,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-08 09:00:00,3,32.64,47.39,0.33,45.93,25.27,594.14,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-08 10:00:00,3,34.58,49.98,0.4,45.93,26.46,594.14,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-08 11:00:00,3,39.51,55.74,0.13,47.3,30.28,687.6,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-08 12:00:00,4,56.11,73.79,0.02,51.41,42.92,1134.87,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-08 13:00:00,4,73.79,93.21,0.87,59.63,52.93,1762.39,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-08 14:00:00,5,82.35,102.15,4.34,66.49,55.79,2162.93,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-08 15:00:00,5,81.75,99.54,13.59,75.4,52.93,2029.42,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-08 16:00:00,4,55.03,69.27,42.56,52.09,65.8,934.6,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-08 17:00:00,4,56.21,69.03,60.08,48.67,64.85,841.14,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-08 18:00:00,4,51.02,62.74,72.96,41.47,56.74,741.0,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-08 19:00:00,3,38.74,49.46,80.11,30.5,44.82,607.49,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-08 20:00:00,3,31.29,40.99,73.67,29.47,40.53,567.44,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-08 21:00:00,2,24.87,33.82,60.8,31.19,35.29,554.08,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-08 22:00:00,2,21.56,30.0,33.26,43.18,26.94,647.54,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-08 23:00:00,2,22.98,31.17,4.25,56.21,22.41,807.76,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-09 00:00:00,3,26.36,34.34,0.09,49.35,21.7,867.84,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-09 01:00:00,3,30.0,38.68,0.09,44.55,20.98,867.84,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-09 02:00:00,3,33.89,44.66,0.08,42.84,20.74,894.55,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-09 03:00:00,3,37.8,51.03,0.06,43.53,22.17,934.6,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-09 04:00:00,3,37.29,51.67,0.03,45.24,20.98,961.3,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-09 05:00:00,3,31.29,45.63,0.05,45.24,16.93,854.49,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-09 06:00:00,3,27.3,41.93,0.34,43.87,15.02,694.27,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-09 07:00:00,3,25.78,39.68,1.15,42.16,15.97,587.46,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-09 08:00:00,2,24.6,37.34,2.55,41.13,16.93,527.38,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-09 09:00:00,2,24.69,37.06,4.07,40.78,17.17,500.68,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-09 10:00:00,3,25.94,38.77,4.43,41.13,16.93,514.03,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-09 11:00:00,3,28.94,42.62,2.41,45.24,17.88,574.11,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-09 12:00:00,3,37.8,52.65,0.22,52.09,23.37,807.76,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-09 13:00:00,3,49.11,66.77,1.54,56.89,28.13,988.01,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-09 14:00:00,4,63.81,83.33,5.63,58.26,35.29,1214.98,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-09 15:00:00,4,74.69,93.09,11.62,65.12,45.78,1415.25,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-09 16:00:00,3,41.94,53.47,44.35,38.04,48.64,687.6,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-09 17:00:00,3,34.28,44.03,57.94,29.13,42.44,567.44,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-09 18:00:00,3,29.08,38.08,73.67,22.96,34.81,500.68,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-09 19:00:00,2,24.03,32.32,85.12,19.02,28.61,453.95,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-09 20:00:00,2,20.15,27.57,80.11,19.54,26.46,440.6,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-09 21:00:00,2,16.15,22.68,65.8,21.25,23.84,440.6,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-09 22:00:00,2,15.15,21.02,37.91,32.9,20.98,534.06,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-09 23:00:00,2,17.54,23.77,8.31,48.67,20.5,654.22,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-10 00:00:00,2,21.35,29.25,1.13,47.3,21.46,707.63,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-10 01:00:00,3,26.09,36.47,0.53,45.24,20.74,761.03,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-10 02:00:00,3,30.65,43.35,0.22,45.24,21.22,827.79,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-10 03:00:00,3,35.49,50.33,0.08,45.24,23.84,894.55,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-10 04:00:00,3,39.96,57.08,0.01,46.61,26.23,974.66,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-10 05:00:00,3,40.26,57.81,0.0,48.67,25.51,988.01,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-10 06:00:00,3,42.24,59.57,0.0,51.41,27.42,988.01,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-10 07:00:00,3,49.41,66.49,0.0,56.89,34.33,1054.76,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-10 08:00:00,4,59.4,76.07,0.0,63.06,46.73,1174.93,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-10 09:00:00,4,68.34,84.77,0.0,70.6,57.22,1281.74,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-10 10:00:00,5,77.01,93.59,0.0,76.77,65.8,1388.55,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-10 11:00:00,5,88.85,105.62,0.0,82.25,75.34,1588.82,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-10 12:00:00,5,120.54,138.71,0.0,90.48,97.27,2243.04,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-10 13:00:00,5,147.14,167.79,0.09,97.33,106.81,3017.43,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-10 14:00:00,5,163.05,185.79,0.35,97.33,105.86,3471.37,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-10 15:00:00,5,154.16,175.02,0.85,93.22,98.23,3150.94,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-10 16:00:00,4,70.26,84.61,18.6,61.01,92.51,988.01,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-10 17:00:00,4,52.53,65.3,40.41,47.3,72.48,767.71,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-10 18:00:00,3,44.45,56.29,66.52,37.36,57.22,667.57,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-10 19:00:00,3,38.93,49.69,87.26,29.47,46.25,594.14,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-10 20:00:00,3,34.26,43.72,85.83,28.1,41.01,560.76,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-10 21:00:00,3,28.75,37.26,70.1,29.47,37.19,540.73,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-10 22:00:00,2,24.26,32.17,32.54,43.53,32.9,680.92,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-10 23:00:00,3,25.25,33.34,2.73,54.84,32.9,907.9,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-11 00:00:00,3,29.29,38.3,0.01,47.98,34.81,1028.06,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-11 01:00:00,3,36.64,47.7,0.0,47.3,34.33,1161.58,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-11 02:00:00,3,45.73,59.54,0.0,48.67,33.86,1308.44,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-11 03:00:00,4,53.97,70.1,0.0,50.72,34.81,1415.25,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-11 04:00:00,4,59.69,77.59,0.0,53.47,34.33,1535.42,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-11 05:00:00,4,54.12,72.72,0.0,56.21,31.47,1482.01,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-11 06:00:00,3,45.84,65.26,0.0,57.58,29.56,1281.74,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-11 07:00:00,3,43.63,63.59,0.0,57.58,32.9,1148.22,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-11 08:00:00,3,44.26,64.18,0.0,57.58,37.67,1068.12,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-11 09:00:00,3,45.88,65.98,0.0,57.58,40.53,1028.06,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-11 10:00:00,3,46.11,65.45,0.0,57.58,41.96,1028.06,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-11 11:00:00,3,48.69,67.31,0.0,58.26,44.82,1134.87,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-11 12:00:00,4,68.09,87.9,0.01,62.38,57.22,1668.93,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-11 13:00:00,5,92.2,115.04,0.61,69.92,61.04,2429.96,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-11 14:00:00,5,115.25,140.39,1.97,81.57,58.65,3150.94,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-11 15:00:00,5,137.88,162.4,4.29,104.19,64.85,3631.59,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-11 16:00:00,5,76.33,92.79,26.82,73.34,95.37,1281.74,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-11 17:00:00,5,78.78,93.8,42.56,74.71,100.14,1134.87,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-11 18:00:00,4,71.74,85.62,57.94,67.86,91.55,1028.06,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-11 19:00:00,4,51.36,64.51,69.38,48.67,69.62,794.41,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-11 20:00:00,3,39.69,52.99,63.66,43.18,60.56,700.95,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-11 21:00:00,3,38.57,52.33,50.78,49.35,63.9,747.68,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-11 22:00:00,3,41.73,56.37,20.92,69.23,58.17,1148.22,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-11 23:00:00,3,48.47,64.44,1.3,78.83,50.07,1762.39,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-12 00:00:00,4,58.28,75.98,0.0,76.09,49.11,2189.64,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-12 01:00:00,4,68.86,88.62,0.0,77.46,49.59,2349.85,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-12 02:00:00,5,76.41,98.17,0.0,78.83,47.68,2349.85,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-12 03:00:00,5,80.37,103.15,0.0,76.77,44.35,2243.04,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-12 04:00:00,5,78.49,101.36,0.0,73.34,39.58,2136.23,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-12 05:00:00,4,64.12,86.53,0.0,70.6,30.99,1842.5,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-12 06:00:00,3,48.8,71.33,0.0,67.17,26.46,1428.6,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-12 07:00:00,3,41.8,64.31,0.0,63.06,28.13,1148.22,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-12 08:00:00,3,39.86,61.81,0.01,61.01,31.95,1001.36,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-12 09:00:00,3,41.03,63.28,0.01,60.32,34.33,934.6,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-12 10:00:00,3,43.58,66.43,0.01,58.95,35.76,921.25,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-12 11:00:00,3,48.5,71.95,0.0,56.89,39.58,1001.36,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-12 12:00:00,4,68.94,93.94,0.01,60.32,50.54,1562.12,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-12 13:00:00,5,93.27,119.87,0.61,71.29,53.41,2456.67,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-12 14:00:00,5,106.18,133.71,2.86,82.94,53.41,3044.13,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-12 15:00:00,5,106.41,132.52,8.14,95.96,52.93,3017.43,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-12 16:00:00,4,52.47,70.45,28.25,57.58,61.99,1054.76,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-12 17:00:00,3,44.82,60.75,40.05,49.35,61.99,827.79,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-12 18:00:00,3,35.42,50.66,50.78,42.16,54.36,694.27,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-12 19:00:00,2,24.38,39.64,63.66,28.79,42.92,574.11,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-12 20:00:00,2,20.81,37.07,55.07,29.47,41.01,560.76,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-12 21:00:00,2,18.63,35.58,38.27,34.27,41.96,587.46,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-12 22:00:00,2,20.15,36.43,14.31,47.3,37.67,801.09,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-12 23:00:00,3,25.45,40.73,1.03,53.47,35.76,1108.17,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-13 00:00:00,3,32.71,47.59,0.0,51.41,37.67,1308.44,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-13 01:00:00,3,41.67,57.69,0.0,52.09,38.62,1441.96,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-13 02:00:00,3,48.84,66.42,0.0,50.72,37.67,1482.01,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-13 03:00:00,4,53.06,70.73,0.0,47.98,37.67,1482.01,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-13 04:00:00,3,49.87,67.18,0.0,46.61,34.81,1388.55,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-13 05:00:00,3,38.84,56.86,0.0,46.61,28.37,1134.87,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-13 06:00:00,3,32.21,51.56,0.01,47.3,25.75,894.55,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-13 07:00:00,3,33.29,53.29,0.01,47.98,28.13,787.73,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-13 08:00:00,3,39.0,58.94,0.0,47.98,31.47,821.11,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-13 09:00:00,3,45.99,65.6,0.0,48.67,39.58,881.2,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-13 10:00:00,4,53.98,73.67,0.0,49.35,50.07,961.3,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-13 11:00:00,4,63.09,83.74,0.0,50.04,52.93,1121.52,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-13 12:00:00,5,86.66,109.86,0.0,53.47,58.65,1668.93,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-13 13:00:00,5,110.7,136.23,0.46,61.01,56.27,2376.56,1540,1.5
Lima,9674755,3220,81,4500,15,2024-06-13 14:00:00,5,136.28,162.56,2.84,71.97,55.79,2937.32,1540,1.5
